taille;desordre;typeDesordre;algo;accesses;comparisons;swaps;timeNano
25000;0;1;CountingSort;75001;0;0;3323035
25000;0;1;QuickSort;1470137;650324;256584;9047125
25000;0;1;InsertionSort;74997;24999;0;2388134
25000;0;1;BubbleSort;49998;24999;0;1929823
25000;0;1;MergeSort;734464;188476;0;6316441
25000;0;1;CountingSort;75001;0;0;365071
25000;0;1;QuickSort;1378046;636029;230712;13529082
25000;0;1;InsertionSort;74997;24999;0;2719825
25000;0;1;BubbleSort;49998;24999;0;2550875
25000;0;1;MergeSort;734464;188476;0;2647834
25000;0;1;CountingSort;75001;0;0;252510
25000;0;1;QuickSort;1450177;644161;251981;1494063
25000;0;1;InsertionSort;74997;24999;0;2262913
25000;0;1;BubbleSort;49998;24999;0;1801963
25000;0;1;MergeSort;734464;188476;0;1839653
25000;0;1;CountingSort;75001;0;0;1276492
25000;0;1;QuickSort;1515359;677636;262667;2060794
25000;0;1;InsertionSort;74997;24999;0;471991
25000;0;1;BubbleSort;49998;24999;0;370770
25000;0;1;MergeSort;734464;188476;0;2398743
25000;0;1;CountingSort;75001;0;0;381021
25000;0;1;QuickSort;1566723;697719;273047;1330563
25000;0;1;InsertionSort;74997;24999;0;311041
25000;0;1;BubbleSort;49998;24999;0;351190
25000;0;1;MergeSort;734464;188476;0;2119853
25000;0;1;CountingSort;75001;0;0;133200
25000;0;1;QuickSort;1369043;617882;233688;1472352
25000;0;1;InsertionSort;74997;24999;0;870211
25000;0;1;BubbleSort;49998;24999;0;598271
25000;0;1;MergeSort;734464;188476;0;2236834
25000;0;1;CountingSort;75001;0;0;1029072
25000;0;1;QuickSort;1492250;655202;262329;2253654
25000;0;1;InsertionSort;74997;24999;0;189260
25000;0;1;BubbleSort;49998;24999;0;180100
25000;0;1;MergeSort;734464;188476;0;1327742
25000;0;1;CountingSort;75001;0;0;121020
25000;0;1;QuickSort;1454990;649373;251774;1333222
25000;0;1;InsertionSort;74997;24999;0;382221
25000;0;1;BubbleSort;49998;24999;0;301871
25000;0;1;MergeSort;734464;188476;0;1053182
25000;0;1;CountingSort;75001;0;0;681021
25000;0;1;QuickSort;1470073;651604;256140;1493883
25000;0;1;InsertionSort;74997;24999;0;25140
25000;0;1;BubbleSort;49998;24999;0;268380
25000;0;1;MergeSort;734464;188476;0;1347093
25000;0;1;CountingSort;75001;0;0;84500
25000;0;1;QuickSort;1455830;667526;246103;1193722
25000;0;1;InsertionSort;74997;24999;0;10360
25000;0;1;BubbleSort;49998;24999;0;15240
25000;0;1;MergeSort;734464;188476;0;1459003
25000;0;1;CountingSort;75001;0;0;83691
25000;0;1;QuickSort;1484760;664635;256742;1098272
25000;0;1;InsertionSort;74997;24999;0;8420
25000;0;1;BubbleSort;49998;24999;0;9810
25000;0;1;MergeSort;734464;188476;0;1557172
25000;0;1;CountingSort;75001;0;0;401061
25000;0;1;QuickSort;1395171;630090;238384;1469412
25000;0;1;InsertionSort;74997;24999;0;16680
25000;0;1;BubbleSort;49998;24999;0;12470
25000;0;1;MergeSort;734464;188476;0;864772
25000;0;1;CountingSort;75001;0;0;168911
25000;0;1;QuickSort;1440063;653778;245446;1041791
25000;0;1;InsertionSort;74997;24999;0;16350
25000;0;1;BubbleSort;49998;24999;0;17500
25000;0;1;MergeSort;734464;188476;0;1764163
25000;0;1;CountingSort;75001;0;0;157640
25000;0;1;QuickSort;1412225;636572;241968;1355812
25000;0;1;InsertionSort;74997;24999;0;10580
25000;0;1;BubbleSort;49998;24999;0;14720
25000;0;1;MergeSort;734464;188476;0;2039564
25000;0;1;CountingSort;75001;0;0;630241
25000;0;1;QuickSort;1418019;643656;241452;1703473
25000;0;1;InsertionSort;74997;24999;0;10620
25000;0;1;BubbleSort;49998;24999;0;9350
25000;0;1;MergeSort;734464;188476;0;2292304
25000;0;1;CountingSort;75001;0;0;198960
25000;0;1;QuickSort;1404966;640746;238063;1145632
25000;0;1;InsertionSort;74997;24999;0;14070
25000;0;1;BubbleSort;49998;24999;0;8920
25000;0;1;MergeSort;734464;188476;0;1903833
25000;0;1;CountingSort;75001;0;0;667562
25000;0;1;QuickSort;1452180;661035;247023;1714803
25000;0;1;InsertionSort;74997;24999;0;10900
25000;0;1;BubbleSort;49998;24999;0;10670
25000;0;1;MergeSort;734464;188476;0;2104603
25000;0;1;CountingSort;75001;0;0;112410
25000;0;1;QuickSort;1383482;612314;240367;1096782
25000;0;1;InsertionSort;74997;24999;0;10600
25000;0;1;BubbleSort;49998;24999;0;11220
25000;0;1;MergeSort;734464;188476;0;1601923
25000;0;1;CountingSort;75001;0;0;139400
25000;0;1;QuickSort;1421899;633601;246058;1110542
25000;0;1;InsertionSort;74997;24999;0;10480
25000;0;1;BubbleSort;49998;24999;0;15430
25000;0;1;MergeSort;734464;188476;0;1577213
25000;0;1;CountingSort;75001;0;0;688431
25000;0;1;QuickSort;1442978;638792;251395;1706543
25000;0;1;InsertionSort;74997;24999;0;10560
25000;0;1;BubbleSort;49998;24999;0;9040
25000;0;1;MergeSort;734464;188476;0;1634073
25000;0;1;CountingSort;75001;0;0;149311
25000;0;1;QuickSort;1558704;682038;275506;1000322
25000;0;1;InsertionSort;74997;24999;0;15140
25000;0;1;BubbleSort;49998;24999;0;9910
25000;0;1;MergeSort;734464;188476;0;2079793
25000;0;1;CountingSort;75001;0;0;389901
25000;0;1;QuickSort;1503439;669565;261323;1433992
25000;0;1;InsertionSort;74997;24999;0;10790
25000;0;1;BubbleSort;49998;24999;0;17020
25000;0;1;MergeSort;734464;188476;0;1658793
25000;0;1;CountingSort;75001;0;0;213830
25000;0;1;QuickSort;1410725;636521;241371;1157682
25000;0;1;InsertionSort;74997;24999;0;8470
25000;0;1;BubbleSort;49998;24999;0;15460
