taille,desordre,typeDesordre,algo,accesses,comparisons,swaps,timeNano
500000,0,1,CountingSort,1500001,0,0,13757511
500000,0,1,QuickSort,36971617,17160058,6270576,45314164
500000,0,1,InsertionSort,1499997,499999,0,9089234
500000,0,1,BubbleSort,999998,499999,0,6821186
500000,0,1,MergeSort,18951424,4783216,0,39456712
500000,0,2,CountingSort,1500001,0,0,12244779
500000,0,2,QuickSort,36892792,17250649,6214165,34731417
500000,0,2,InsertionSort,1499997,499999,0,9112835
500000,0,2,BubbleSort,999998,499999,0,6815096
500000,0,2,MergeSort,18951424,4783216,0,38529429
500000,0,3,CountingSort,1500001,0,0,12951166
500000,0,3,QuickSort,36998397,16952925,6348518,35101225
500000,0,3,InsertionSort,1499997,499999,0,9072875
500000,0,3,BubbleSort,999998,499999,0,6778177
500000,0,3,MergeSort,18951424,4783216,0,41492723
500000,0,4,CountingSort,1500001,0,0,11538803
500000,0,4,QuickSort,35654537,16573715,6027071,37475984
500000,0,4,InsertionSort,1499997,499999,0,8974475
500000,0,4,BubbleSort,999998,499999,0,6805406
500000,0,4,MergeSort,18951424,4783216,0,40634508
500000,10,1,CountingSort,1500001,0,0,12654157
500000,10,1,QuickSort,36154029,16739109,6138344,41126485
500000,10,1,InsertionSort,43197202017,14399067339,0,12551808905
500000,10,1,BubbleSort,307588992950,124997361795,14398567340,181213121145
500000,10,1,MergeSort,18951424,8538731,0,53346727
500000,10,2,CountingSort,1500001,0,0,12999742
500000,10,2,QuickSort,38687808,17908140,6593133,40779855
500000,10,2,InsertionSort,1695729898,565243298,0,502536167
500000,10,2,BubbleSort,49397862804,23569444800,564743301,25224250612
500000,10,2,MergeSort,18951424,5096698,0,41068917
500000,10,3,CountingSort,1500001,0,0,12784028
500000,10,3,QuickSort,36539672,17159339,6126844,37510595
500000,10,3,InsertionSort,1694371677,564790559,0,421471066
500000,10,3,BubbleSort,49529348484,23636093122,564290560,25173005202
500000,10,3,MergeSort,18951424,5109620,0,88079836
500000,10,4,CountingSort,1500001,0,0,13832286
500000,10,4,QuickSort,36582313,16882795,6233287,37053135
500000,10,4,InsertionSort,1688435853,562811951,0,509401571
500000,10,4,BubbleSort,49319670756,23535211474,562311952,25224290103
500000,10,4,MergeSort,18951424,5123263,0,82387000
500000,20,1,CountingSort,1500001,0,0,13218972
500000,20,1,QuickSort,37609559,17269616,6446704,47248880
500000,20,1,InsertionSort,76156776187,25385592061,0,22219467429
