taille,desordre,typeDesordre,algo,accesses,comparisons,swaps,timeNano
250000,0,1,CountingSort,750001,0,0,6031356
250000,0,1,QuickSort,18460948,8480209,3160170,24441056
250000,0,1,InsertionSort,749997,249999,0,7032104
250000,0,1,BubbleSort,499998,249999,0,5060939
250000,0,1,MergeSort,8975712,2266608,0,27424638
250000,0,2,CountingSort,750001,0,0,12409395
250000,0,2,QuickSort,17161209,7859607,2933941,22079068
250000,0,2,InsertionSort,749997,249999,0,6862552
250000,0,2,BubbleSort,499998,249999,0,5062419
250000,0,2,MergeSort,8975712,2266608,0,28298996
250000,0,3,CountingSort,750001,0,0,6095937
250000,0,3,QuickSort,17849737,8171032,3059722,21519925
250000,0,3,InsertionSort,749997,249999,0,6805922
250000,0,3,BubbleSort,499998,249999,0,5124829
250000,0,3,MergeSort,8975712,2266608,0,27456260
250000,0,4,CountingSort,750001,0,0,5868305
250000,0,4,QuickSort,18361369,8403103,3152813,25443114
250000,0,4,InsertionSort,749997,249999,0,6889142
250000,0,4,BubbleSort,499998,249999,0,5099709
250000,0,4,MergeSort,8975712,2266608,0,26186960
250000,10,1,CountingSort,750001,0,0,5997866
250000,10,1,QuickSort,17322840,8039475,2927758,25425574
250000,10,1,InsertionSort,10764999426,3588333142,0,2595059555
250000,10,1,BubbleSort,76849690910,31248679169,3588083143,45017227487
250000,10,1,MergeSort,8975712,4019942,0,34717433
250000,10,2,CountingSort,750001,0,0,5795451
250000,10,2,QuickSort,19133166,8883867,3249922,23342074
250000,10,2,InsertionSort,429313128,143104374,0,111023209
250000,10,2,BubbleSort,12380671342,5904626915,142854378,6195183145
250000,10,2,MergeSort,8975712,2410882,0,30128387
250000,10,3,CountingSort,750001,0,0,6009773
250000,10,3,QuickSort,18899599,8719351,3226685,26634556
250000,10,3,InsertionSort,422254179,140751393,0,132860457
250000,10,3,BubbleSort,12254566956,5846280690,140501394,6131015458
250000,10,3,MergeSort,8975712,2417275,0,48547656
250000,10,4,CountingSort,750001,0,0,5910993
250000,10,4,QuickSort,17962282,8227381,3078230,24945754
250000,10,4,InsertionSort,421503666,140501222,0,132695356
250000,10,4,BubbleSort,12341436002,5890215555,140251223,6211104220
250000,10,4,MergeSort,8975712,2424182,0,69020921
250000,20,1,CountingSort,750001,0,0,5897984
250000,20,1,QuickSort,17961683,8208692,3084323,31993452
250000,20,1,InsertionSort,18843620820,6281206940,0,4540759855
250000,20,1,BubbleSort,87622360052,31249266144,6280956941,52985957850
250000,20,1,MergeSort,8975712,4096725,0,37517816
250000,20,2,CountingSort,750001,0,0,5865280
250000,20,2,QuickSort,17480421,8115867,2954785,28739535
250000,20,2,InsertionSort,1701321917,567107303,0,404252879
250000,20,2,BubbleSort,24688540620,11210555694,566857308,13828504831
250000,20,2,MergeSort,8975712,2580125,0,30130477
250000,20,3,CountingSort,750001,0,0,5825722
250000,20,3,QuickSort,17940187,8263447,3058808,26038934
250000,20,3,InsertionSort,1696238682,565412894,0,507302104
250000,20,3,BubbleSort,24714188240,11226768330,565162895,12347936436
250000,20,3,MergeSort,8975712,2593257,0,49775686
250000,20,4,CountingSort,750001,0,0,6568851
250000,20,4,QuickSort,18638968,8588404,3183461,26492745
250000,20,4,InsertionSort,1698201495,566067165,0,503680934
250000,20,4,BubbleSort,24752017908,11244374622,565817166,12608531651
250000,20,4,MergeSort,8975712,2606691,0,67807597
250000,30,1,CountingSort,750001,0,0,5941806
250000,30,1,QuickSort,17809819,8113870,3065308,31701990
250000,30,1,InsertionSort,24924706131,8308235377,0,5998329646
250000,30,1,BubbleSort,95729342956,31248700722,8307985378,59924921885
250000,30,1,MergeSort,8975712,4129715,0,38993971
250000,30,2,CountingSort,750001,0,0,5678799
250000,30,2,QuickSort,18000426,8205399,3098250,24887331
250000,30,2,InsertionSort,3832878745,1277626247,0,913638563
250000,30,2,BubbleSort,36845322788,15867908894,1277376250,18956967855
250000,30,2,MergeSort,8975712,2757638,0,31952826
250000,30,3,CountingSort,750001,0,0,5807262
250000,30,3,QuickSort,17877810,8187669,3063287,27370170
250000,30,3,InsertionSort,3814486221,1271495407,0,1129987370
250000,30,3,BubbleSort,36766402480,15840710424,1271245408,18960135051
250000,30,3,MergeSort,8975712,2786084,0,53610260
250000,30,4,CountingSort,750001,0,0,5912515
250000,30,4,QuickSort,17382686,8179595,2900922,24458360
250000,30,4,InsertionSort,3807453897,1269151299,0,924470658
250000,30,4,BubbleSort,36921473394,15922934097,1268901300,19283788244
250000,30,4,MergeSort,8975712,2813819,0,118866181
250000,40,1,CountingSort,750001,0,0,5934326
250000,40,1,QuickSort,17520986,8058098,2987688,28666332
250000,40,1,InsertionSort,29624079620,9874693202,0,6852893386
250000,40,1,BubbleSort,101995792300,31249009730,9874443210,65536332396
250000,40,1,MergeSort,8975712,4145333,0,38991051
250000,40,2,CountingSort,750001,0,0,5763490
250000,40,2,QuickSort,18681205,8570878,3203395,31822081
250000,40,2,InsertionSort,6756196076,2252065354,0,1568276634
250000,40,2,BubbleSort,48908052878,19950395715,2251815362,28441704962
250000,40,2,MergeSort,8975712,2943320,0,32989189
250000,40,3,CountingSort,750001,0,0,5955204
250000,40,3,QuickSort,18188471,8252483,3145277,28113270
250000,40,3,InsertionSort,6786424533,2262141511,0,1982214865
250000,40,3,BubbleSort,48878851888,19915642920,2261891512,25863919294
250000,40,3,MergeSort,8975712,2969961,0,83826897
250000,40,4,CountingSort,750001,0,0,5882466
250000,40,4,QuickSort,18126908,8165471,3153756,27664392
250000,40,4,InsertionSort,6771107868,2257035956,0,1634515507
250000,40,4,BubbleSort,48887027138,19929941655,2256785957,26223641702
250000,40,4,MergeSort,8975712,2996587,0,47983330
250000,50,1,CountingSort,750001,0,0,6145231
250000,50,1,QuickSort,17399450,7983266,2972157,29069810
250000,50,1,InsertionSort,33220207740,11073402580,0,7992488537
250000,50,1,BubbleSort,106791296332,31249343004,11073152581,69728264783
250000,50,1,MergeSort,8975712,4155194,0,41187859
250000,50,2,CountingSort,750001,0,0,5877111
250000,50,2,QuickSort,17444297,7977590,2988741,30139868
250000,50,2,InsertionSort,10588641375,3529547123,0,2457993173
250000,50,2,BubbleSort,60830900702,23356856097,3529297127,36133111851
250000,50,2,MergeSort,8975712,3154277,0,34156391
250000,50,3,CountingSort,750001,0,0,6234379
250000,50,3,QuickSort,18929283,8675985,3251259,35277219
250000,50,3,InsertionSort,10567844505,3522614835,0,3081531601
250000,50,3,BubbleSort,60825276874,23367908765,3522364836,36140666442
250000,50,3,MergeSort,8975712,3154433,0,68603037
250000,50,4,CountingSort,750001,0,0,5942866
250000,50,4,QuickSort,18568426,8463724,3201599,34657349
250000,50,4,InsertionSort,10599422610,3533140870,0,2557581134
250000,50,4,BubbleSort,60914804894,23391620705,3532890871,36540298605
250000,50,4,MergeSort,8975712,3154171,0,53794193
250000,60,1,CountingSort,750001,0,0,6178902
250000,60,1,QuickSort,17435958,7963461,2990901,32424292
250000,60,1,InsertionSort,36044579783,12014859925,0,8338072401
250000,60,1,BubbleSort,110557138070,31249349175,12014609930,72922357652
250000,60,1,MergeSort,8975712,4159485,0,41064395
250000,60,2,CountingSort,750001,0,0,5790018
250000,60,2,QuickSort,18065656,8440231,3041816,33663550
250000,60,2,InsertionSort,15259525488,5086508494,0,3538915837
250000,60,2,BubbleSort,72712449052,26183707530,5086258498,43911805020
250000,60,2,MergeSort,8975712,3323704,0,36315193
250000,60,3,CountingSort,750001,0,0,5970493
250000,60,3,QuickSort,17590888,8112871,2992719,31830166
250000,60,3,InsertionSort,15210286116,5070095372,0,4429778017
250000,60,3,BubbleSort,72652030170,26186324339,5069845373,43892596095
250000,60,3,MergeSort,8975712,3380616,0,77250796
250000,60,4,CountingSort,750001,0,0,6131587
250000,60,4,QuickSort,18130484,8169530,3153591,30301318
250000,60,4,InsertionSort,15245616573,5081872191,0,4431894845
250000,60,4,BubbleSort,72818337208,26245924220,5081622192,44395812701
250000,60,4,MergeSort,8975712,3436653,0,87105498
250000,70,1,CountingSort,750001,0,0,6846050
250000,70,1,QuickSort,19178177,8599586,3359683,33738925
250000,70,1,InsertionSort,38160515928,12720171976,0,9184784675
250000,70,1,BubbleSort,113379320602,31249816347,12719921977,74989118720
250000,70,1,MergeSort,8975712,4162776,0,42441154
250000,70,2,CountingSort,750001,0,0,5876466
250000,70,2,QuickSort,16960421,7845194,2871852,36783462
250000,70,2,InsertionSort,20789372064,6929790684,0,4812365750
250000,70,2,BubbleSort,84449890008,28365863622,6929540691,51887083563
250000,70,2,MergeSort,8975712,3518115,0,38479670
250000,70,3,CountingSort,750001,0,0,6082921
250000,70,3,QuickSort,18885007,8504143,3293595,30657717
250000,70,3,InsertionSort,20794915800,6931638600,0,6059140722
250000,70,3,BubbleSort,84473067912,28373756754,6931388601,51852918807
250000,70,3,MergeSort,8975712,3568313,0,97832856
250000,70,4,CountingSort,750001,0,0,6230524
250000,70,4,QuickSort,18937473,8664105,3257674,34706068
250000,70,4,InsertionSort,20805598650,6935199550,0,5012685347
250000,70,4,BubbleSort,84578565844,28419383820,6934949551,52428140649
250000,70,4,MergeSort,8975712,3619501,0,60754265
250000,80,1,CountingSort,750001,0,0,6323857
250000,80,1,QuickSort,17667398,8033375,3044737,31376812
250000,80,1,InsertionSort,39954058503,13318019499,0,9293789745
250000,80,1,BubbleSort,115769973312,31249447650,13317769503,76152396536
250000,80,1,MergeSort,8975712,4165279,0,43659498
250000,80,2,CountingSort,750001,0,0,5995662
250000,80,2,QuickSort,17823063,8196348,3042412,43343302
250000,80,2,InsertionSort,27027445142,9009148378,0,6244424557
250000,80,2,BubbleSort,95998055520,29981230994,9008898383,59957708751
250000,80,2,MergeSort,8975712,3720327,0,41792878
250000,80,3,CountingSort,750001,0,0,6051524
250000,80,3,QuickSort,18001245,8226924,3091282,28669811
250000,80,3,InsertionSort,27095255280,9031751760,0,7894451595
250000,80,3,BubbleSort,96113792764,29993892860,9031501761,59952253675
250000,80,3,MergeSort,8975712,3773824,0,73931658
250000,80,4,CountingSort,750001,0,0,6028150
250000,80,4,QuickSort,19091468,8686046,3301781,28292871
250000,80,4,InsertionSort,27116465844,9038821948,0,6528898278
250000,80,4,BubbleSort,96012026396,29928869300,9038571949,60393996235
250000,80,4,MergeSort,8975712,3827098,0,63336729
250000,90,1,CountingSort,750001,0,0,6056611
250000,90,1,QuickSort,18707480,8434979,3257330,32899133
250000,90,1,InsertionSort,41233991181,13744663727,0,9927785352
250000,90,1,BubbleSort,117476638412,31249491750,13744413728,76722942789
250000,90,1,MergeSort,8975712,4165777,0,43341108
250000,90,2,CountingSort,750001,0,0,6011629
250000,90,2,QuickSort,17110336,7865404,2915146,35742322
250000,90,2,InsertionSort,34330475768,11443491920,0,7950820199
250000,90,2,BubbleSort,107622238180,30924635240,11443241925,68320941130
250000,90,2,MergeSort,8975712,3931329,0,40972023
250000,90,3,CountingSort,750001,0,0,6473817
250000,90,3,QuickSort,18124627,8212804,3137137,33670442
250000,90,3,InsertionSort,34222165608,11407388536,0,9961095310
250000,90,3,BubbleSort,107469791566,30920618709,11407138537,68104095102
250000,90,3,MergeSort,8975712,3970236,0,81905757
250000,90,4,CountingSort,750001,0,0,11234670
250000,90,4,QuickSort,18427917,8322636,3201849,52859934
250000,90,4,InsertionSort,34296394926,11432131642,0,8252593631
250000,90,4,BubbleSort,107533928680,30903201054,11431881643,69336777691
250000,90,4,MergeSort,8975712,4008877,0,85466830
250000,100,1,CountingSort,750001,0,0,6036221
250000,100,1,QuickSort,17364952,8065789,2933345,32095946
250000,100,1,InsertionSort,42367697290,14122565758,0,9787618167
250000,100,1,BubbleSort,118988361012,31249548972,14122315767,77177310857
250000,100,1,MergeSort,8975712,4166870,0,42936954
250000,100,2,CountingSort,750001,0,0,6015073
250000,100,2,QuickSort,17620042,8024710,3031604,31854214
250000,100,2,InsertionSort,42288634081,14096211357,0,9785178276
250000,100,2,BubbleSort,118881940370,31249047459,14095961363,78130343763
250000,100,2,MergeSort,8975712,4167286,0,43770890
250000,100,3,CountingSort,750001,0,0,6030558
250000,100,3,QuickSort,18714560,8519705,3231681,33197976
250000,100,3,InsertionSort,42297828465,14099276153,0,12324495061
250000,100,3,BubbleSort,118895840108,31249867740,14099026157,77989072964
250000,100,3,MergeSort,8975712,4166843,0,43633126
250000,100,4,CountingSort,750001,0,0,6161310
250000,100,4,QuickSort,18455768,8484005,3157172,34254842
250000,100,4,InsertionSort,42443238847,14147746277,0,9806266473
250000,100,4,BubbleSort,119089270702,31249642779,14147496286,80462234249
250000,100,4,MergeSort,8975712,4167083,0,43691791
