taille;desordre;typeDesordre;algo;acces;comparaisons;echanges;temps
100000;0;2;MergeSort;3337856;853904;0;4574946
100000;0;2;MergeSort;3337856;853904;0;3954985
100000;0;2;MergeSort;3337856;853904;0;4388436
100000;0;2;MergeSort;3337856;853904;0;3444815
100000;0;2;MergeSort;3337856;853904;0;4227725
100000;0;2;MergeSort;3337856;853904;0;3408244
100000;0;2;MergeSort;3337856;853904;0;3704405
100000;0;2;MergeSort;3337856;853904;0;3485035
100000;0;2;MergeSort;3337856;853904;0;4862487
100000;0;2;MergeSort;3337856;853904;0;4119605
100000;0;2;MergeSort;3337856;853904;0;4404916
100000;0;2;MergeSort;3337856;853904;0;3992275
100000;0;2;MergeSort;3337856;853904;0;3295754
100000;0;2;MergeSort;3337856;853904;0;3204234
100000;0;2;MergeSort;3337856;853904;0;3910875
100000;0;2;MergeSort;3337856;853904;0;3681945
100000;0;2;MergeSort;3337856;853904;0;3810545
100000;0;2;MergeSort;3337856;853904;0;3788855
100000;0;2;MergeSort;3337856;853904;0;3355444
100000;0;2;MergeSort;3337856;853904;0;3644155
100000;0;2;MergeSort;3337856;853904;0;3174975
100000;0;2;MergeSort;3337856;853904;0;3172454
100000;0;2;MergeSort;3337856;853904;0;3241464
100000;0;2;MergeSort;3337856;853904;0;3304845
100000;0;2;MergeSort;3337856;853904;0;3162994
100000;0;2;MergeSort;3337856;853904;0;3274845
100000;0;2;MergeSort;3337856;853904;0;3408674
100000;0;2;MergeSort;3337856;853904;0;3053734
100000;0;2;MergeSort;3337856;853904;0;3085364
100000;0;2;MergeSort;3337856;853904;0;3567245
100000;0;2;MergeSort;3337856;853904;0;3134734
100000;0;2;MergeSort;3337856;853904;0;4113676
100000;0;2;MergeSort;3337856;853904;0;4598936
100000;0;2;MergeSort;3337856;853904;0;3113934
100000;0;2;MergeSort;3337856;853904;0;3550124
100000;0;2;MergeSort;3337856;853904;0;3053014
100000;0;2;MergeSort;3337856;853904;0;3676915
100000;0;2;MergeSort;3337856;853904;0;3677725
100000;0;2;MergeSort;3337856;853904;0;3272015
100000;0;2;MergeSort;3337856;853904;0;3667104
100000;0;2;MergeSort;3337856;853904;0;2941324
100000;0;2;MergeSort;3337856;853904;0;3234204
100000;0;2;MergeSort;3337856;853904;0;3123345
100000;0;2;MergeSort;3337856;853904;0;3036044
100000;0;2;MergeSort;3337856;853904;0;3017944
100000;0;2;MergeSort;3337856;853904;0;3196384
100000;0;2;MergeSort;3337856;853904;0;2919534
100000;0;2;MergeSort;3337856;853904;0;3128444
100000;0;2;MergeSort;3337856;853904;0;3032694
100000;0;2;MergeSort;3337856;853904;0;3016483
100000;0;2;MergeSort;3337856;853904;0;3636985
100000;0;2;MergeSort;3337856;853904;0;3429855
100000;0;2;MergeSort;3337856;853904;0;3558045
100000;0;2;MergeSort;3337856;853904;0;5128547
100000;0;2;MergeSort;3337856;853904;0;3600335
100000;0;2;MergeSort;3337856;853904;0;3035774
100000;0;2;MergeSort;3337856;853904;0;2919334
100000;0;2;MergeSort;3337856;853904;0;3379584
100000;0;2;MergeSort;3337856;853904;0;3275084
100000;0;2;MergeSort;3337856;853904;0;3101894
100000;0;3;MergeSort;3337856;853904;0;17305592
100000;0;3;MergeSort;3337856;853904;0;10368474
100000;0;3;MergeSort;3337856;853904;0;4293466
100000;0;3;MergeSort;3337856;853904;0;5910917
100000;0;3;MergeSort;3337856;853904;0;7187279
100000;0;3;MergeSort;3337856;853904;0;8269981
100000;0;3;MergeSort;3337856;853904;0;7707910
100000;0;3;MergeSort;3337856;853904;0;7027279
100000;0;3;MergeSort;3337856;853904;0;6611759
100000;0;3;MergeSort;3337856;853904;0;5886428
100000;0;3;MergeSort;3337856;853904;0;3756275
100000;0;3;MergeSort;3337856;853904;0;4736416
100000;0;3;MergeSort;3337856;853904;0;3249004
100000;0;3;MergeSort;3337856;853904;0;3368055
100000;0;3;MergeSort;3337856;853904;0;3632284
100000;0;3;MergeSort;3337856;853904;0;3939705
100000;0;3;MergeSort;3337856;853904;0;3617465
100000;0;3;MergeSort;3337856;853904;0;6609329
100000;0;3;MergeSort;3337856;853904;0;6531008
100000;0;3;MergeSort;3337856;853904;0;6549309
100000;0;3;MergeSort;3337856;853904;0;6662379
100000;0;3;MergeSort;3337856;853904;0;7786180
100000;0;3;MergeSort;3337856;853904;0;7771240
100000;0;3;MergeSort;3337856;853904;0;7224249
100000;0;3;MergeSort;3337856;853904;0;7558510
100000;0;3;MergeSort;3337856;853904;0;6843269
100000;0;3;MergeSort;3337856;853904;0;6451748
100000;0;3;MergeSort;3337856;853904;0;6521208
100000;0;3;MergeSort;3337856;853904;0;6456518
100000;0;3;MergeSort;3337856;853904;0;6639439
100000;0;3;MergeSort;3337856;853904;0;7229039
100000;0;3;MergeSort;3337856;853904;0;3719955
100000;0;3;MergeSort;3337856;853904;0;3188084
100000;0;3;MergeSort;3337856;853904;0;3347914
100000;0;3;MergeSort;3337856;853904;0;3186624
100000;0;3;MergeSort;3337856;853904;0;3203374
100000;0;3;MergeSort;3337856;853904;0;3364515
100000;0;3;MergeSort;3337856;853904;0;3440095
100000;0;3;MergeSort;3337856;853904;0;4543695
100000;0;3;MergeSort;3337856;853904;0;3676795
100000;0;3;MergeSort;3337856;853904;0;3850725
100000;0;3;MergeSort;3337856;853904;0;4125085
100000;0;3;MergeSort;3337856;853904;0;4481026
100000;0;3;MergeSort;3337856;853904;0;3490604
100000;0;3;MergeSort;3337856;853904;0;3726684
